Domain Code,Domain,Area Code (M49),Area,Indicator,Year Code,Year,Source,Unit,Value,Flag Description,Note
OEA,Employment Indicators: Agriculture,634,Qatar,"Share of employment in agriculture, forestry and fishing in total employment",2015,2015,Labour force survey,%,1.2,Figure from international organizations,Data reference period: September
OEA,Employment Indicators: Agriculture,634,Qatar,"Share of employment in agriculture, forestry and fishing in total employment",2016,2016,Labour force survey,%,1.2,Figure from international organizations,Data reference period: September
OEA,Employment Indicators: Agriculture,634,Qatar,"Share of employment in agriculture, forestry and fishing in total employment",2017,2017,Labour force survey,%,1.2,Figure from international organizations,Data reference period: September
OEA,Employment Indicators: Agriculture,634,Qatar,"Share of employment in agriculture, forestry and fishing in total employment",2018,2018,Labour force survey,%,1.3,Figure from international organizations,Employment definition: Excluding own-use production workers Data reference period: September
OEA,Employment Indicators: Agriculture,634,Qatar,"Share of employment in agriculture, forestry and fishing in total employment",2019,2019,Labour force survey,%,1.5,Figure from international organizations,Employment definition: Excluding own-use production workers Data reference period: September
OEA,Employment Indicators: Agriculture,634,Qatar,"Share of employment in agriculture, forestry and fishing in total employment",2020,2020,Labour force survey,%,1.3,Figure from international organizations,Employment definition: Excluding own-use production workers
OEA,Employment Indicators: Agriculture,710,South Africa,"Share of employment in agriculture, forestry and fishing in total employment",2000,2000,Labour force survey,%,9.8,Figure from international organizations,"Break in series: Methodology revised, Repository: ILO-STATISTICS - Micro data processing"
OEA,Employment Indicators: Agriculture,710,South Africa,"Share of employment in agriculture, forestry and fishing in total employment",2001,2001,Labour force survey,%,9.7,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
OEA,Employment Indicators: Agriculture,710,South Africa,"Share of employment in agriculture, forestry and fishing in total employment",2002,2002,Labour force survey,%,10.9,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
OEA,Employment Indicators: Agriculture,710,South Africa,"Share of employment in agriculture, forestry and fishing in total employment",2003,2003,Labour force survey,%,9.9,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
OEA,Employment Indicators: Agriculture,710,South Africa,"Share of employment in agriculture, forestry and fishing in total employment",2004,2004,Labour force survey,%,9,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
OEA,Employment Indicators: Agriculture,710,South Africa,"Share of employment in agriculture, forestry and fishing in total employment",2005,2005,Labour force survey,%,7,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
OEA,Employment Indicators: Agriculture,710,South Africa,"Share of employment in agriculture, forestry and fishing in total employment",2006,2006,Labour force survey,%,6.8,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
OEA,Employment Indicators: Agriculture,710,South Africa,"Share of employment in agriculture, forestry and fishing in total employment",2007,2007,Labour force survey,%,6.6,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
OEA,Employment Indicators: Agriculture,710,South Africa,"Share of employment in agriculture, forestry and fishing in total employment",2008,2008,Labour force survey,%,14.9,Figure from international organizations,"Break in series: Methodology revised, Repository: ILO-STATISTICS - Micro data processing"
OEA,Employment Indicators: Agriculture,710,South Africa,"Share of employment in agriculture, forestry and fishing in total employment",2009,2009,Labour force survey,%,15.1,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
OEA,Employment Indicators: Agriculture,710,South Africa,"Share of employment in agriculture, forestry and fishing in total employment",2010,2010,Labour force survey,%,10,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
OEA,Employment Indicators: Agriculture,710,South Africa,"Share of employment in agriculture, forestry and fishing in total employment",2011,2011,Labour force survey,%,17.6,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
OEA,Employment Indicators: Agriculture,710,South Africa,"Share of employment in agriculture, forestry and fishing in total employment",2012,2012,Labour force survey,%,16.2,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
OEA,Employment Indicators: Agriculture,710,South Africa,"Share of employment in agriculture, forestry and fishing in total employment",2013,2013,Labour force survey,%,15.4,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
OEA,Employment Indicators: Agriculture,710,South Africa,"Share of employment in agriculture, forestry and fishing in total employment",2014,2014,Labour force survey,%,14,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
OEA,Employment Indicators: Agriculture,710,South Africa,"Share of employment in agriculture, forestry and fishing in total employment",2015,2015,Labour force survey,%,15.5,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
OEA,Employment Indicators: Agriculture,710,South Africa,"Share of employment in agriculture, forestry and fishing in total employment",2016,2016,Labour force survey,%,16.1,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
OEA,Employment Indicators: Agriculture,710,South Africa,"Share of employment in agriculture, forestry and fishing in total employment",2017,2017,Labour force survey,%,16.8,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
OEA,Employment Indicators: Agriculture,710,South Africa,"Share of employment in agriculture, forestry and fishing in total employment",2018,2018,Labour force survey,%,15.7,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
OEA,Employment Indicators: Agriculture,710,South Africa,"Share of employment in agriculture, forestry and fishing in total employment",2019,2019,Labour force survey,%,16.4,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
OEA,Employment Indicators: Agriculture,710,South Africa,"Share of employment in agriculture, forestry and fishing in total employment",2020,2020,Labour force survey,%,21.4,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
OEA,Employment Indicators: Agriculture,710,South Africa,"Share of employment in agriculture, forestry and fishing in total employment",2021,2021,Labour force survey,%,21.3,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
OEA,Employment Indicators: Agriculture,729,Sudan,"Share of employment in agriculture, forestry and fishing in total employment",2011,2011,Labour force survey,%,44,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
OEA,Employment Indicators: Agriculture,792,Türkiye,"Share of employment in agriculture, forestry and fishing in total employment",1990,1990,Labour force survey,%,46.9,Figure from international organizations,
OEA,Employment Indicators: Agriculture,792,Türkiye,"Share of employment in agriculture, forestry and fishing in total employment",1991,1991,Labour force survey,%,47.8,Figure from international organizations,
OEA,Employment Indicators: Agriculture,792,Türkiye,"Share of employment in agriculture, forestry and fishing in total employment",1992,1992,Labour force survey,%,44.8,Figure from international organizations,
OEA,Employment Indicators: Agriculture,792,Türkiye,"Share of employment in agriculture, forestry and fishing in total employment",1993,1993,Labour force survey,%,42.5,Figure from international organizations,
OEA,Employment Indicators: Agriculture,792,Türkiye,"Share of employment in agriculture, forestry and fishing in total employment",1994,1994,Labour force survey,%,44,Figure from international organizations,
OEA,Employment Indicators: Agriculture,792,Türkiye,"Share of employment in agriculture, forestry and fishing in total employment",1995,1995,Labour force survey,%,44.1,Figure from international organizations,
OEA,Employment Indicators: Agriculture,792,Türkiye,"Share of employment in agriculture, forestry and fishing in total employment",1996,1996,Labour force survey,%,43.7,Figure from international organizations,
OEA,Employment Indicators: Agriculture,792,Türkiye,"Share of employment in agriculture, forestry and fishing in total employment",1997,1997,Labour force survey,%,41.7,Figure from international organizations,
OEA,Employment Indicators: Agriculture,792,Türkiye,"Share of employment in agriculture, forestry and fishing in total employment",1998,1998,Labour force survey,%,41.5,Figure from international organizations,
OEA,Employment Indicators: Agriculture,792,Türkiye,"Share of employment in agriculture, forestry and fishing in total employment",1999,1999,Labour force survey,%,40.2,Figure from international organizations,
OEA,Employment Indicators: Agriculture,792,Türkiye,"Share of employment in agriculture, forestry and fishing in total employment",2000,2000,Labour force survey,%,36,Figure from international organizations,Repository: OECD
OEA,Employment Indicators: Agriculture,792,Türkiye,"Share of employment in agriculture, forestry and fishing in total employment",2001,2001,Labour force survey,%,37.6,Figure from international organizations,Repository: OECD
OEA,Employment Indicators: Agriculture,792,Türkiye,"Share of employment in agriculture, forestry and fishing in total employment",2002,2002,Labour force survey,%,34.9,Figure from international organizations,Repository: OECD
OEA,Employment Indicators: Agriculture,792,Türkiye,"Share of employment in agriculture, forestry and fishing in total employment",2003,2003,Labour force survey,%,33.9,Figure from international organizations,Repository: OECD
OEA,Employment Indicators: Agriculture,792,Türkiye,"Share of employment in agriculture, forestry and fishing in total employment",2004,2004,Labour force survey,%,29.1,Figure from international organizations,Repository: OECD
OEA,Employment Indicators: Agriculture,792,Türkiye,"Share of employment in agriculture, forestry and fishing in total employment",2005,2005,Labour force survey,%,25.7,Figure from international organizations,Repository: OECD
OEA,Employment Indicators: Agriculture,792,Türkiye,"Share of employment in agriculture, forestry and fishing in total employment",2006,2006,Labour force survey,%,24.1,Figure from international organizations,Repository: Eurostat special tabulation
OEA,Employment Indicators: Agriculture,792,Türkiye,"Share of employment in agriculture, forestry and fishing in total employment",2007,2007,Labour force survey,%,23.5,Figure from international organizations,Repository: Eurostat special tabulation
OEA,Employment Indicators: Agriculture,792,Türkiye,"Share of employment in agriculture, forestry and fishing in total employment",2008,2008,Labour force survey,%,23.7,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing
OEA,Employment Indicators: Agriculture,792,Türkiye,"Share of employment in agriculture, forestry and fishing in total employment",2009,2009,Labour force survey,%,22.9,Figure from international organizations,Repository: Eurostat special tabulation
OEA,Employment Indicators: Agriculture,792,Türkiye,"Share of employment in agriculture, forestry and fishing in total employment",2010,2010,Labour force survey,%,23.7,Figure from international organizations,Repository: Eurostat special tabulation
OEA,Employment Indicators: Agriculture,792,Türkiye,"Share of employment in agriculture, forestry and fishing in total employment",2011,2011,Labour force survey,%,24.2,Figure from international organizations,Repository: Eurostat special tabulation
OEA,Employment Indicators: Agriculture,792,Türkiye,"Share of employment in agriculture, forestry and fishing in total employment",2012,2012,Labour force survey,%,23.6,Figure from international organizations,Repository: Eurostat special tabulation
OEA,Employment Indicators: Agriculture,792,Türkiye,"Share of employment in agriculture, forestry and fishing in total employment",2013,2013,Labour force survey,%,22.9,Figure from international organizations,Repository: Eurostat special tabulation
OEA,Employment Indicators: Agriculture,792,Türkiye,"Share of employment in agriculture, forestry and fishing in total employment",2014,2014,Labour force survey,%,21.1,Figure from international organizations,"Break in series: Methodology revised, Repository: Eurostat special tabulation"
OEA,Employment Indicators: Agriculture,792,Türkiye,"Share of employment in agriculture, forestry and fishing in total employment",2015,2015,Labour force survey,%,20.4,Figure from international organizations,Repository: Eurostat special tabulation
OEA,Employment Indicators: Agriculture,792,Türkiye,"Share of employment in agriculture, forestry and fishing in total employment",2016,2016,Labour force survey,%,19.5,Figure from international organizations,Repository: Eurostat special tabulation
OEA,Employment Indicators: Agriculture,792,Türkiye,"Share of employment in agriculture, forestry and fishing in total employment",2017,2017,Labour force survey,%,19.4,Figure from international organizations,Repository: Eurostat special tabulation
OEA,Employment Indicators: Agriculture,792,Türkiye,"Share of employment in agriculture, forestry and fishing in total employment",2018,2018,Labour force survey,%,18.4,Figure from international organizations,Repository: Eurostat special tabulation
OEA,Employment Indicators: Agriculture,792,Türkiye,"Share of employment in agriculture, forestry and fishing in total employment",2019,2019,Labour force survey,%,18.1,Figure from international organizations,Repository: Eurostat special tabulation
OEA,Employment Indicators: Agriculture,792,Türkiye,"Share of employment in agriculture, forestry and fishing in total employment",2020,2020,Labour force survey,%,17.6,Figure from international organizations,Repository: Eurostat special tabulation
OEA,Employment Indicators: Agriculture,826,United Kingdom of Great Britain and Northern Ireland,"Share of employment in agriculture, forestry and fishing in total employment",1990,1990,Official estimates,%,2.2,Figure from international organizations,Data reference period: June Age coverage - minimum age: 16 years old
OEA,Employment Indicators: Agriculture,826,United Kingdom of Great Britain and Northern Ireland,"Share of employment in agriculture, forestry and fishing in total employment",1991,1991,Official estimates,%,2.3,Figure from international organizations,Data reference period: June Age coverage - minimum age: 16 years old
OEA,Employment Indicators: Agriculture,826,United Kingdom of Great Britain and Northern Ireland,"Share of employment in agriculture, forestry and fishing in total employment",1992,1992,Labour force survey,%,2.2,Figure from international organizations,Repository: Eurostat special tabulation
OEA,Employment Indicators: Agriculture,826,United Kingdom of Great Britain and Northern Ireland,"Share of employment in agriculture, forestry and fishing in total employment",1993,1993,Labour force survey,%,2,Figure from international organizations,Repository: Eurostat special tabulation
OEA,Employment Indicators: Agriculture,826,United Kingdom of Great Britain and Northern Ireland,"Share of employment in agriculture, forestry and fishing in total employment",1994,1994,Labour force survey,%,2.1,Figure from international organizations,Repository: Eurostat special tabulation
OEA,Employment Indicators: Agriculture,826,United Kingdom of Great Britain and Northern Ireland,"Share of employment in agriculture, forestry and fishing in total employment",1995,1995,Labour force survey,%,2,Figure from international organizations,Repository: Eurostat special tabulation
OEA,Employment Indicators: Agriculture,826,United Kingdom of Great Britain and Northern Ireland,"Share of employment in agriculture, forestry and fishing in total employment",1996,1996,Labour force survey,%,1.9,Figure from international organizations,Repository: Eurostat special tabulation
OEA,Employment Indicators: Agriculture,826,United Kingdom of Great Britain and Northern Ireland,"Share of employment in agriculture, forestry and fishing in total employment",1997,1997,Labour force survey,%,1.8,Figure from international organizations,Repository: Eurostat special tabulation
OEA,Employment Indicators: Agriculture,826,United Kingdom of Great Britain and Northern Ireland,"Share of employment in agriculture, forestry and fishing in total employment",1998,1998,Labour force survey,%,1.7,Figure from international organizations,Repository: Eurostat special tabulation
OEA,Employment Indicators: Agriculture,826,United Kingdom of Great Britain and Northern Ireland,"Share of employment in agriculture, forestry and fishing in total employment",1999,1999,Labour force survey,%,1.5,Figure from international organizations,"Break in series: Methodology revised, Repository: Eurostat special tabulation"
OEA,Employment Indicators: Agriculture,826,United Kingdom of Great Britain and Northern Ireland,"Share of employment in agriculture, forestry and fishing in total employment",2000,2000,Labour force survey,%,1.5,Figure from international organizations,Repository: Eurostat special tabulation
OEA,Employment Indicators: Agriculture,826,United Kingdom of Great Britain and Northern Ireland,"Share of employment in agriculture, forestry and fishing in total employment",2001,2001,Labour force survey,%,1.4,Figure from international organizations,Repository: Eurostat special tabulation
OEA,Employment Indicators: Agriculture,826,United Kingdom of Great Britain and Northern Ireland,"Share of employment in agriculture, forestry and fishing in total employment",2002,2002,Labour force survey,%,1.4,Figure from international organizations,Repository: Eurostat special tabulation
OEA,Employment Indicators: Agriculture,826,United Kingdom of Great Britain and Northern Ireland,"Share of employment in agriculture, forestry and fishing in total employment",2003,2003,Labour force survey,%,1.2,Figure from international organizations,Repository: Eurostat special tabulation
OEA,Employment Indicators: Agriculture,826,United Kingdom of Great Britain and Northern Ireland,"Share of employment in agriculture, forestry and fishing in total employment",2004,2004,Labour force survey,%,1.3,Figure from international organizations,"Break in series: Methodology revised, Repository: Eurostat special tabulation"
OEA,Employment Indicators: Agriculture,826,United Kingdom of Great Britain and Northern Ireland,"Share of employment in agriculture, forestry and fishing in total employment",2005,2005,Labour force survey,%,1.4,Figure from international organizations,"Break in series: Methodology revised, Repository: Eurostat special tabulation"
OEA,Employment Indicators: Agriculture,826,United Kingdom of Great Britain and Northern Ireland,"Share of employment in agriculture, forestry and fishing in total employment",2006,2006,Labour force survey,%,1.3,Figure from international organizations,Repository: Eurostat special tabulation
OEA,Employment Indicators: Agriculture,826,United Kingdom of Great Britain and Northern Ireland,"Share of employment in agriculture, forestry and fishing in total employment",2007,2007,Labour force survey,%,1.4,Figure from international organizations,"Break in series: Methodology revised, Repository: Eurostat special tabulation"
OEA,Employment Indicators: Agriculture,826,United Kingdom of Great Britain and Northern Ireland,"Share of employment in agriculture, forestry and fishing in total employment",2008,2008,Labour force survey,%,1.1,Figure from international organizations,"Break in series: Methodology revised, Repository: Eurostat special tabulation"
OEA,Employment Indicators: Agriculture,826,United Kingdom of Great Britain and Northern Ireland,"Share of employment in agriculture, forestry and fishing in total employment",2009,2009,Labour force survey,%,1.1,Figure from international organizations,Repository: Eurostat special tabulation
OEA,Employment Indicators: Agriculture,826,United Kingdom of Great Britain and Northern Ireland,"Share of employment in agriculture, forestry and fishing in total employment",2010,2010,Labour force survey,%,1.2,Figure from international organizations,Repository: Eurostat special tabulation
OEA,Employment Indicators: Agriculture,826,United Kingdom of Great Britain and Northern Ireland,"Share of employment in agriculture, forestry and fishing in total employment",2011,2011,Labour force survey,%,1.2,Figure from international organizations,Repository: Eurostat special tabulation
OEA,Employment Indicators: Agriculture,826,United Kingdom of Great Britain and Northern Ireland,"Share of employment in agriculture, forestry and fishing in total employment",2012,2012,Labour force survey,%,1.2,Figure from international organizations,Repository: Eurostat special tabulation
OEA,Employment Indicators: Agriculture,826,United Kingdom of Great Britain and Northern Ireland,"Share of employment in agriculture, forestry and fishing in total employment",2013,2013,Labour force survey,%,1,Figure from international organizations,Repository: Eurostat special tabulation
OEA,Employment Indicators: Agriculture,826,United Kingdom of Great Britain and Northern Ireland,"Share of employment in agriculture, forestry and fishing in total employment",2014,2014,Labour force survey,%,1.2,Figure from international organizations,Repository: Eurostat special tabulation
OEA,Employment Indicators: Agriculture,826,United Kingdom of Great Britain and Northern Ireland,"Share of employment in agriculture, forestry and fishing in total employment",2015,2015,Labour force survey,%,1.1,Figure from international organizations,Repository: Eurostat special tabulation
OEA,Employment Indicators: Agriculture,826,United Kingdom of Great Britain and Northern Ireland,"Share of employment in agriculture, forestry and fishing in total employment",2016,2016,Labour force survey,%,1.1,Figure from international organizations,Repository: Eurostat special tabulation
OEA,Employment Indicators: Agriculture,826,United Kingdom of Great Britain and Northern Ireland,"Share of employment in agriculture, forestry and fishing in total employment",2017,2017,Labour force survey,%,1.2,Figure from international organizations,Repository: Eurostat special tabulation
OEA,Employment Indicators: Agriculture,826,United Kingdom of Great Britain and Northern Ireland,"Share of employment in agriculture, forestry and fishing in total employment",2018,2018,Labour force survey,%,1.1,Figure from international organizations,Repository: Eurostat special tabulation
OEA,Employment Indicators: Agriculture,826,United Kingdom of Great Britain and Northern Ireland,"Share of employment in agriculture, forestry and fishing in total employment",2019,2019,Labour force survey,%,1,Figure from international organizations,Repository: Eurostat special tabulation
OEA,Employment Indicators: Agriculture,840,United States of America,"Share of employment in agriculture, forestry and fishing in total employment",1990,1990,Labour force survey,%,2.7,Figure from international organizations,Age coverage - minimum age: 16 years old
OEA,Employment Indicators: Agriculture,840,United States of America,"Share of employment in agriculture, forestry and fishing in total employment",1991,1991,Labour force survey,%,2.8,Figure from international organizations,Age coverage - minimum age: 16 years old
OEA,Employment Indicators: Agriculture,840,United States of America,"Share of employment in agriculture, forestry and fishing in total employment",1992,1992,Labour force survey,%,2.7,Figure from international organizations,Age coverage - minimum age: 16 years old
OEA,Employment Indicators: Agriculture,840,United States of America,"Share of employment in agriculture, forestry and fishing in total employment",1993,1993,Labour force survey,%,2.6,Figure from international organizations,Age coverage - minimum age: 16 years old
OEA,Employment Indicators: Agriculture,840,United States of America,"Share of employment in agriculture, forestry and fishing in total employment",1994,1994,Labour force survey,%,2.8,Figure from international organizations,Age coverage - minimum age: 16 years old
OEA,Employment Indicators: Agriculture,840,United States of America,"Share of employment in agriculture, forestry and fishing in total employment",1995,1995,Labour force survey,%,2.8,Figure from international organizations,Age coverage - minimum age: 16 years old
OEA,Employment Indicators: Agriculture,840,United States of America,"Share of employment in agriculture, forestry and fishing in total employment",1996,1996,Labour force survey,%,2.7,Figure from international organizations,Age coverage - minimum age: 16 years old
OEA,Employment Indicators: Agriculture,840,United States of America,"Share of employment in agriculture, forestry and fishing in total employment",1997,1997,Labour force survey,%,2.6,Figure from international organizations,Age coverage - minimum age: 16 years old
OEA,Employment Indicators: Agriculture,840,United States of America,"Share of employment in agriculture, forestry and fishing in total employment",1998,1998,Labour force survey,%,2.6,Figure from international organizations,Age coverage - minimum age: 16 years old
OEA,Employment Indicators: Agriculture,840,United States of America,"Share of employment in agriculture, forestry and fishing in total employment",1999,1999,Labour force survey,%,2.5,Figure from international organizations,Age coverage - minimum age: 16 years old
OEA,Employment Indicators: Agriculture,840,United States of America,"Share of employment in agriculture, forestry and fishing in total employment",2003,2003,Labour force survey,%,1.8,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing Age coverage - minimum age: 16 years old
OEA,Employment Indicators: Agriculture,840,United States of America,"Share of employment in agriculture, forestry and fishing in total employment",2004,2004,Labour force survey,%,1.8,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing Age coverage - minimum age: 16 years old
OEA,Employment Indicators: Agriculture,840,United States of America,"Share of employment in agriculture, forestry and fishing in total employment",2005,2005,Labour force survey,%,1.7,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing Age coverage - minimum age: 16 years old
OEA,Employment Indicators: Agriculture,840,United States of America,"Share of employment in agriculture, forestry and fishing in total employment",2006,2006,Labour force survey,%,1.7,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing Age coverage - minimum age: 16 years old
OEA,Employment Indicators: Agriculture,840,United States of America,"Share of employment in agriculture, forestry and fishing in total employment",2007,2007,Labour force survey,%,1.6,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing Age coverage - minimum age: 16 years old
OEA,Employment Indicators: Agriculture,840,United States of America,"Share of employment in agriculture, forestry and fishing in total employment",2008,2008,Labour force survey,%,1.6,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing Age coverage - minimum age: 16 years old
OEA,Employment Indicators: Agriculture,840,United States of America,"Share of employment in agriculture, forestry and fishing in total employment",2009,2009,Labour force survey,%,1.6,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing Age coverage - minimum age: 16 years old
OEA,Employment Indicators: Agriculture,840,United States of America,"Share of employment in agriculture, forestry and fishing in total employment",2010,2010,Labour force survey,%,1.7,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing Age coverage - minimum age: 16 years old
OEA,Employment Indicators: Agriculture,840,United States of America,"Share of employment in agriculture, forestry and fishing in total employment",2011,2011,Labour force survey,%,1.8,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing Age coverage - minimum age: 16 years old
OEA,Employment Indicators: Agriculture,840,United States of America,"Share of employment in agriculture, forestry and fishing in total employment",2012,2012,Labour force survey,%,1.7,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing Age coverage - minimum age: 16 years old
OEA,Employment Indicators: Agriculture,840,United States of America,"Share of employment in agriculture, forestry and fishing in total employment",2013,2013,Labour force survey,%,1.6,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing Age coverage - minimum age: 16 years old
OEA,Employment Indicators: Agriculture,840,United States of America,"Share of employment in agriculture, forestry and fishing in total employment",2014,2014,Labour force survey,%,1.7,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing Age coverage - minimum age: 16 years old
OEA,Employment Indicators: Agriculture,840,United States of America,"Share of employment in agriculture, forestry and fishing in total employment",2015,2015,Labour force survey,%,1.8,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing Age coverage - minimum age: 16 years old
OEA,Employment Indicators: Agriculture,840,United States of America,"Share of employment in agriculture, forestry and fishing in total employment",2016,2016,Labour force survey,%,1.8,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing Age coverage - minimum age: 16 years old
OEA,Employment Indicators: Agriculture,840,United States of America,"Share of employment in agriculture, forestry and fishing in total employment",2017,2017,Labour force survey,%,1.8,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing Age coverage - minimum age: 16 years old
OEA,Employment Indicators: Agriculture,840,United States of America,"Share of employment in agriculture, forestry and fishing in total employment",2018,2018,Labour force survey,%,1.7,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing Age coverage - minimum age: 16 years old
OEA,Employment Indicators: Agriculture,840,United States of America,"Share of employment in agriculture, forestry and fishing in total employment",2019,2019,Labour force survey,%,1.7,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing Age coverage - minimum age: 16 years old
OEA,Employment Indicators: Agriculture,840,United States of America,"Share of employment in agriculture, forestry and fishing in total employment",2020,2020,Labour force survey,%,1.7,Figure from international organizations,"Break in series: Methodology revised, Repository: ILO-STATISTICS - Micro data processing Age coverage - minimum age: 16 years old"
OEA,Employment Indicators: Agriculture,840,United States of America,"Share of employment in agriculture, forestry and fishing in total employment",2021,2021,Labour force survey,%,1.7,Figure from international organizations,Repository: ILO-STATISTICS - Micro data processing Age coverage - minimum age: 16 years old
OEA,Employment Indicators: Agriculture,887,Yemen,"Share of employment in agriculture, forestry and fishing in total employment",1991,1991,Official estimates,%,52.6,Figure from international organizations,
OEA,Employment Indicators: Agriculture,887,Yemen,"Share of employment in agriculture, forestry and fishing in total employment",1994,1994,Population census,%,53.6,Figure from international organizations,
OEA,Employment Indicators: Agriculture,887,Yemen,"Share of employment in agriculture, forestry and fishing in total employment",1998,1998,Official estimates,%,56.3,Figure from international organizations,
OEA,Employment Indicators: Agriculture,887,Yemen,"Share of employment in agriculture, forestry and fishing in total employment",1999,1999,Labour force survey,%,54.1,Figure from international organizations,
OEA,Employment Indicators: Agriculture,887,Yemen,"Share of employment in agriculture, forestry and fishing in total employment",2004,2004,Population census,%,31,Figure from international organizations,
OEA,Employment Indicators: Agriculture,887,Yemen,"Share of employment in agriculture, forestry and fishing in total employment",2010,2010,Labour force survey,%,24.1,Figure from international organizations,
OEA,Employment Indicators: Agriculture,887,Yemen,"Share of employment in agriculture, forestry and fishing in total employment",2014,2014,Labour force survey,%,29.2,Figure from international organizations,"Break in series: Methodology revised, Repository: ILO-STATISTICS - Micro data processing"
